time_ns,track_id,velocity_x,velocity_y,position_x,position_y,dynprop,rcs,dist_long_rms,vrel_long_rms,dist_lat_rms,vrel_lat_rms,arel_lat_rms,arel_long_rms,orientation_rms,meas_state,prob_of_existobject_type,acceleration_x,acceleration_y,orientation_angel,length,width,false_alarm,ambig_state,invalid_state
1604546789621762048,57,0.000000,-0.250000,57.599998,-34.400002,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789622196992,58,0.000000,0.000000,119.800003,-2.200000,1,16.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789622647040,59,0.000000,0.000000,38.400002,18.600000,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789623092992,60,0.000000,0.000000,79.199997,38.000000,1,18.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789623543040,61,0.000000,0.000000,4.800000,-4.600000,1,-6.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789623994112,62,0.000000,0.000000,96.199997,15.400000,1,-1.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789624448000,63,0.000000,0.000000,13.200000,-4.600000,1,4.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789624890112,64,0.000000,0.250000,220.600006,1.800000,1,23.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789625340928,65,0.000000,0.000000,151.399994,-2.000000,1,12.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789625782016,66,0.000000,0.250000,134.000000,16.799999,1,-1.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789626236928,67,0.000000,0.000000,49.000000,-3.800000,1,10.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789626705920,68,0.000000,0.000000,35.799999,22.400000,1,15.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789627128064,69,0.000000,0.000000,76.000000,13.000000,1,9.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789627575040,70,0.000000,0.000000,71.800003,-3.400000,1,11.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789628026112,71,0.000000,-0.250000,52.799999,-3.400000,1,12.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789628475904,72,0.000000,0.000000,191.199997,0.200000,1,16.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789628919040,73,0.000000,0.000000,16.000000,12.400000,1,6.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789629360896,74,0.000000,-0.250000,43.000000,22.200001,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789629807104,75,0.000000,0.000000,237.399994,-13.000000,1,3.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789630255104,76,0.000000,-0.750000,82.599998,-2.400000,1,10.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789630700032,77,0.000000,0.000000,83.599998,13.800000,1,17.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789631154944,78,0.000000,0.000000,109.599998,-1.600000,1,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789631609088,82,0.000000,0.000000,58.599998,-3.200000,1,13.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789632057088,84,0.000000,0.000000,27.600000,-12.400000,1,0.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789632500992,86,0.000000,0.000000,21.200001,14.200000,1,7.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789632950016,88,0.000000,0.000000,37.400002,-12.800000,1,10.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789666071040,0,0.000000,0.000000,247.199997,-13.400000,1,2.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789666536960,1,0.000000,0.000000,46.599998,-4.600000,1,9.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789667013120,2,0.000000,0.000000,123.800003,12.400000,6,11.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789667489024,3,0.000000,0.000000,187.199997,-1.000000,1,18.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789667943936,4,0.000000,0.250000,138.800003,18.799999,1,3.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789668410112,5,0.000000,0.000000,217.399994,16.799999,1,29.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789668877056,6,3.000000,0.250000,204.600006,8.200000,0,27.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789669353984,7,0.000000,0.000000,78.400002,-2.800000,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789669853952,8,0.000000,0.000000,20.799999,-6.000000,1,6.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789670326016,9,0.000000,0.000000,27.200001,27.400000,1,6.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789670769920,10,0.000000,0.000000,43.599998,-5.000000,1,10.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789671229952,11,0.000000,0.000000,69.599998,22.000000,1,8.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789671696896,12,0.000000,0.000000,67.199997,-2.800000,1,14.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789672165888,13,0.000000,-0.500000,156.600006,20.799999,1,6.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789672633088,14,0.000000,0.000000,37.599998,28.600000,1,16.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789673103872,15,0.000000,0.000000,120.599998,14.800000,1,14.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789673579008,16,0.000000,0.000000,88.400002,-2.200000,1,14.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789674053120,17,0.000000,0.000000,6.400000,-4.400000,1,2.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789674518016,18,0.000000,0.000000,59.799999,13.200000,1,12.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789674978048,19,0.000000,0.250000,113.400002,15.200000,1,0.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789675446016,20,0.000000,0.000000,57.400002,13.400000,1,13.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789675910912,21,0.000000,0.000000,32.599998,-18.400000,1,1.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789676391936,22,0.000000,-0.250000,72.199997,14.200000,1,11.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789676844032,23,0.000000,0.000000,16.799999,-4.600000,1,1.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789677312000,24,0.000000,0.000000,64.000000,-3.400000,1,9.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789677806080,25,0.000000,0.000000,87.800003,14.000000,1,13.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789678248960,26,0.000000,0.000000,75.599998,23.200001,1,9.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789678716928,27,0.000000,1.000000,151.000000,16.600000,1,4.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789679205888,28,0.000000,0.000000,210.199997,16.600000,1,33.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789679653888,29,0.000000,0.000000,79.599998,13.600000,1,12.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789680123904,30,0.000000,-0.250000,142.600006,14.400000,1,0.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789680602880,31,0.000000,0.000000,64.199997,13.000000,1,12.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789681072896,32,0.000000,0.000000,90.800003,-0.800000,1,8.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789681539072,33,0.000000,0.000000,54.599998,13.200000,1,19.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789682002944,34,0.000000,0.000000,202.800003,16.799999,1,30.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789682468096,35,0.000000,0.000000,49.400002,12.600000,1,13.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789682958080,36,0.000000,0.000000,52.799999,-58.000000,1,30.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789683404032,37,0.000000,0.000000,191.800003,16.600000,1,28.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789683868928,38,0.000000,0.000000,84.400002,-2.200000,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789684331008,39,0.000000,0.000000,25.799999,-10.000000,1,-2.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789684805120,40,0.000000,0.000000,169.800003,1.800000,1,20.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789685274880,41,0.000000,0.000000,128.600006,17.600000,1,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789685737984,42,0.000000,0.000000,39.000000,-9.200000,1,9.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789686206976,43,0.000000,0.250000,52.799999,14.000000,1,9.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789686672896,44,0.000000,0.000000,196.800003,0.600000,1,21.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789687136000,45,0.000000,0.000000,27.000000,21.400000,1,0.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789687601920,46,0.000000,0.000000,105.199997,14.400000,1,1.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789688069888,47,0.000000,0.000000,68.199997,13.400000,1,11.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789688537088,48,0.000000,0.000000,86.400002,-2.400000,1,22.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789689006080,49,0.000000,0.000000,73.800003,10.400000,1,18.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789689476096,50,0.000000,0.000000,92.599998,-2.400000,1,12.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789689942016,51,0.000000,0.000000,183.000000,16.600000,1,24.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789690406912,52,0.000000,0.250000,231.399994,22.000000,1,6.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789690896896,53,0.000000,-0.250000,133.399994,-2.000000,1,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789691346944,54,0.000000,0.000000,93.400002,14.000000,1,22.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789691824896,55,0.000000,0.000000,213.600006,-0.400000,1,18.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789692284928,56,0.000000,0.000000,40.400002,21.400000,1,30.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789692752896,57,0.000000,-0.250000,57.599998,-34.400002,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789693227008,58,0.000000,0.000000,119.800003,-2.400000,1,16.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789693692928,59,0.000000,0.000000,38.400002,18.799999,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789694157056,60,0.000000,0.000000,79.199997,38.000000,1,18.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789694632960,61,0.000000,0.000000,4.800000,-4.600000,1,-6.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789695100928,63,0.000000,0.000000,13.200000,-4.600000,1,4.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789695563008,64,0.000000,0.000000,220.600006,1.600000,1,23.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789696028928,65,0.000000,0.000000,151.399994,-2.000000,1,12.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789696507904,66,0.000000,0.250000,134.000000,16.799999,1,1.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789696946944,67,0.000000,0.000000,49.000000,-3.800000,1,10.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789697415936,68,0.000000,0.000000,35.799999,22.400000,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789697882112,69,0.000000,0.000000,76.000000,13.200000,1,9.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789698333952,70,0.000000,0.000000,71.800003,-3.200000,1,11.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789698779904,71,0.000000,-0.250000,52.799999,-3.400000,1,13.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789699235072,72,0.000000,0.000000,191.199997,0.200000,1,16.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789699678976,73,0.000000,0.000000,16.000000,12.400000,1,6.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789700125952,74,0.000000,-0.250000,43.000000,22.200001,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789700581888,75,0.000000,0.000000,237.399994,-13.000000,1,3.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789701026048,76,0.000000,-0.500000,82.599998,-2.200000,1,9.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789701478912,77,0.000000,0.000000,83.599998,13.800000,1,17.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789701937920,78,0.000000,0.000000,109.599998,-1.600000,1,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789702386944,82,0.000000,0.000000,58.599998,-3.200000,1,13.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789702834944,84,0.000000,0.000000,27.600000,-12.400000,1,0.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789703279104,86,0.000000,0.000000,21.200001,14.200000,1,7.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789703729920,88,0.000000,0.000000,37.400002,-12.800000,1,10.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789740911104,0,0.000000,0.000000,141.000000,-1.200000,1,1.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789741368064,1,0.000000,0.000000,46.599998,-4.400000,1,9.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789741839104,2,0.000000,0.000000,123.800003,12.400000,6,10.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789742339072,3,0.000000,0.000000,187.199997,-1.000000,1,18.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789742771968,4,0.000000,0.250000,138.800003,18.799999,1,1.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789743243008,5,0.000000,0.000000,217.399994,16.799999,1,28.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789743703040,6,3.000000,0.250000,204.800003,8.200000,0,27.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789744174080,7,0.000000,0.000000,78.400002,-2.800000,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789744640000,8,0.000000,0.000000,20.799999,-6.200000,1,6.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789745105920,9,0.000000,0.000000,27.200001,27.400000,1,6.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789745574912,10,0.000000,0.000000,43.599998,-5.000000,1,10.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789746039040,11,0.000000,0.000000,69.599998,22.000000,1,8.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789746512896,12,0.000000,0.000000,67.199997,-2.800000,1,14.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789746982912,13,0.000000,-0.500000,156.600006,20.799999,1,6.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789747453952,14,0.000000,0.000000,37.599998,28.600000,1,16.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789747923968,15,0.000000,0.000000,120.599998,14.800000,1,14.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789748395008,16,0.000000,0.000000,160.800003,17.400000,1,4.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789748860928,17,0.000000,0.000000,6.400000,-4.400000,1,2.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789749332992,18,0.000000,0.000000,59.799999,13.200000,1,12.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789749804032,19,0.000000,0.250000,113.400002,15.200000,1,1.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789750304000,20,0.000000,0.000000,57.400002,13.400000,1,13.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789750735872,21,0.000000,0.000000,32.599998,-18.400000,1,1.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789751194112,22,0.000000,-0.250000,72.199997,14.200000,1,11.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789751664128,23,0.000000,0.000000,16.799999,-4.600000,1,1.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789752133120,24,0.000000,0.000000,64.000000,-3.400000,1,9.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789752594944,25,0.000000,0.000000,87.800003,14.000000,1,13.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789753067008,26,0.000000,0.000000,75.599998,23.200001,1,9.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789753534976,27,0.000000,1.000000,151.000000,16.600000,1,4.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789754001920,28,0.000000,0.000000,210.199997,16.600000,1,33.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789754475008,29,0.000000,0.000000,79.599998,13.400000,1,12.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789754938880,30,0.000000,-0.250000,142.600006,14.400000,1,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789755428096,31,0.000000,0.000000,64.199997,12.800000,1,12.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789755881984,32,0.000000,0.000000,90.800003,-0.600000,1,8.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789756347904,33,0.000000,0.000000,54.599998,13.200000,1,19.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789756813056,34,0.000000,0.000000,202.800003,16.600000,1,30.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789757282048,35,0.000000,0.000000,49.400002,12.600000,1,13.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789757746944,36,0.000000,0.000000,52.799999,-58.000000,1,30.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
