time_ns,track_id,velocity_x,velocity_y,position_x,position_y,dynprop,rcs,dist_long_rms,vrel_long_rms,dist_lat_rms,vrel_lat_rms,arel_lat_rms,arel_long_rms,orientation_rms,meas_state,prob_of_existobject_type,acceleration_x,acceleration_y,orientation_angel,length,width,false_alarm,ambig_state,invalid_state
1604546789758213888,37,0.000000,0.000000,191.800003,16.600000,1,28.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789758694912,38,0.000000,0.000000,84.400002,-2.200000,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789759153920,39,0.000000,0.000000,25.799999,-10.000000,1,-2.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789759630080,40,0.000000,0.250000,169.800003,2.000000,1,20.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789760092928,41,0.000000,0.000000,128.600006,17.600000,1,1.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789760556032,42,0.000000,0.000000,39.000000,-9.200000,1,9.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789761025024,43,0.000000,0.250000,52.799999,13.800000,1,9.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789761485056,44,0.000000,0.000000,196.800003,0.600000,1,21.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789761946880,45,0.000000,0.000000,27.000000,21.400000,1,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789762407936,46,0.000000,0.000000,105.199997,14.400000,1,2.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789762871040,47,0.000000,0.000000,68.199997,13.400000,1,11.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789763339008,48,0.000000,0.000000,86.400002,-2.400000,1,22.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789763801088,49,0.000000,0.000000,73.800003,10.200000,1,18.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789764272128,50,0.000000,0.000000,247.399994,-12.600000,1,2.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789764732928,51,0.000000,0.000000,183.000000,16.600000,1,24.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789765197056,52,0.000000,0.250000,231.399994,22.000000,1,6.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789765673984,53,0.000000,-0.250000,133.399994,-2.000000,1,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789766129920,54,0.000000,0.000000,93.400002,14.000000,1,22.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789766609920,55,0.000000,0.000000,213.600006,-0.600000,1,17.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789767066880,56,0.000000,0.250000,40.400002,21.600000,1,29.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789767515904,57,0.000000,-0.250000,57.599998,-34.400002,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789767971072,58,0.000000,0.000000,119.800003,-2.400000,1,16.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789768417024,59,0.000000,0.000000,38.400002,18.799999,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789768861952,60,0.000000,0.000000,79.199997,38.000000,1,19.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789769324032,61,0.000000,0.000000,4.800000,-4.600000,1,-6.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789769778944,62,0.000000,0.000000,47.599998,-54.400002,1,25.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789770245888,63,0.000000,0.000000,13.200000,-4.600000,1,4.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789770685952,64,0.000000,-0.250000,220.600006,1.400000,1,22.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789771131904,65,0.000000,0.000000,151.399994,-2.000000,1,12.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789771577088,66,0.000000,0.250000,134.000000,16.600000,1,1.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789772024064,67,0.000000,0.000000,49.000000,-3.800000,1,10.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789772471040,68,0.000000,0.000000,35.799999,22.400000,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789772914944,69,0.000000,0.000000,76.000000,13.000000,1,9.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789773368064,70,0.000000,0.000000,71.800003,-3.200000,1,11.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789773815040,71,0.000000,-0.250000,52.799999,-3.400000,1,12.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789774267904,72,0.000000,0.000000,191.199997,0.200000,1,16.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789774713088,73,0.000000,0.000000,16.000000,12.400000,1,6.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789775156992,74,0.000000,-0.250000,43.000000,22.200001,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789775604992,76,0.000000,0.000000,82.599998,-2.200000,1,9.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789776051968,77,0.000000,0.000000,83.599998,13.800000,1,17.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789776504064,78,0.000000,0.000000,109.599998,-1.600000,1,0.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789776954880,82,0.000000,0.000000,58.599998,-3.200000,1,13.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789777404928,84,0.000000,0.000000,27.600000,-12.400000,1,0.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789777849088,86,0.000000,0.000000,21.200001,14.200000,1,7.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789778301952,88,0.000000,0.000000,37.400002,-12.800000,1,10.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789810816000,0,0.000000,0.000000,141.000000,-1.200000,1,1.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789811288064,1,0.000000,0.000000,46.599998,-4.400000,1,9.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789811753984,2,0.000000,0.000000,123.800003,12.400000,6,11.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789812226048,3,0.000000,0.000000,187.199997,-1.000000,1,18.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789812691968,4,0.000000,0.250000,138.800003,18.799999,1,1.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789813157888,5,0.000000,0.000000,217.399994,16.799999,1,28.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789813623040,6,3.000000,0.250000,205.000000,8.200000,0,27.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789814087936,7,0.000000,0.000000,78.400002,-2.800000,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789814554880,8,0.000000,0.000000,20.799999,-6.200000,1,6.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789815028992,9,0.000000,0.000000,27.200001,27.400000,1,6.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789815490048,10,0.000000,0.000000,43.599998,-5.000000,1,10.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789815956992,11,0.000000,0.000000,69.599998,22.000000,1,8.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789816424960,12,0.000000,0.000000,67.000000,-3.000000,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789816896000,13,0.000000,-0.500000,156.600006,20.600000,1,4.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789817361920,14,0.000000,0.250000,37.599998,29.200001,1,16.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789817833984,15,0.000000,0.000000,120.599998,14.600000,1,14.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789818301952,16,0.000000,0.250000,161.199997,18.000000,1,5.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789818792960,17,0.000000,0.000000,6.400000,-4.400000,1,2.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789819239936,18,0.000000,0.000000,59.799999,13.200000,1,12.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789819740928,19,0.000000,0.250000,113.400002,15.200000,1,3.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789820171008,20,0.000000,0.000000,57.400002,13.400000,1,13.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789820672000,21,0.000000,0.000000,32.599998,-18.400000,1,1.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789821104128,22,0.000000,-0.250000,72.199997,14.200000,1,10.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789821579008,23,0.000000,0.000000,16.799999,-4.600000,1,1.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789822043904,24,0.000000,0.000000,64.000000,-3.400000,1,9.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789822505984,25,0.000000,0.000000,87.800003,14.000000,1,13.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789822999040,26,0.000000,0.000000,75.599998,23.200001,1,9.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789823440896,27,0.000000,1.250000,151.399994,17.000000,1,4.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789823931904,28,0.000000,0.000000,210.199997,16.600000,1,33.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789824388096,29,0.000000,0.000000,79.599998,13.600000,1,12.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789824879104,30,0.000000,-0.250000,142.399994,14.400000,1,1.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789825319936,31,0.000000,0.000000,64.199997,13.000000,1,12.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789825789952,32,0.000000,0.250000,90.800003,-0.600000,1,8.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789826255872,33,0.000000,0.000000,54.599998,13.200000,1,19.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789826729984,34,0.000000,0.000000,202.800003,16.799999,1,30.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789827192064,35,0.000000,0.000000,49.400002,12.600000,1,13.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789827684096,36,0.000000,0.000000,52.799999,-58.000000,1,30.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789828153088,37,0.000000,0.000000,191.800003,16.600000,1,28.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789828648960,38,0.000000,0.000000,84.400002,-2.200000,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789829074944,39,0.000000,0.000000,25.799999,-10.000000,1,-2.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789829551104,40,0.000000,0.250000,169.800003,2.000000,1,20.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789830046976,41,0.000000,0.000000,128.600006,17.600000,1,1.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789830478080,42,0.000000,0.000000,39.000000,-9.200000,1,9.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789830973952,43,0.000000,0.250000,52.799999,13.800000,1,9.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789831401984,44,0.000000,0.000000,196.800003,0.600000,1,21.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789831860992,45,0.000000,0.000000,27.000000,21.400000,1,0.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789832329984,46,0.000000,0.000000,105.199997,14.400000,1,1.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789832791040,47,0.000000,0.000000,68.199997,13.400000,1,11.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789833259008,48,0.000000,0.000000,86.400002,-2.400000,1,22.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789833719040,49,0.000000,0.000000,73.800003,10.200000,1,18.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789834181120,50,0.000000,0.000000,236.800003,-12.600000,1,3.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789834653952,51,0.000000,0.000000,183.000000,16.600000,1,24.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789835120896,52,0.000000,0.000000,247.399994,-11.200000,1,0.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789835595008,53,0.000000,-0.250000,133.399994,-2.000000,1,-0.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789836078080,54,0.000000,0.000000,93.400002,14.000000,1,22.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789836520960,55,0.000000,0.000000,213.600006,-0.600000,1,18.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789836972032,56,0.000000,0.250000,40.400002,21.600000,1,28.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789837416960,57,0.250000,-0.250000,57.599998,-34.400002,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789837871104,58,0.000000,0.000000,119.800003,-2.400000,1,15.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789838339072,59,0.000000,0.000000,38.400002,18.799999,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789838768128,60,0.000000,0.000000,79.199997,38.000000,1,19.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789839246080,61,0.000000,0.000000,4.800000,-4.600000,1,-6.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789839686912,62,0.000000,0.000000,47.599998,-54.400002,1,25.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789840137984,63,0.000000,0.000000,13.200000,-4.600000,1,4.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789840587008,64,0.000000,-0.250000,220.600006,1.200000,1,21.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789841053952,65,0.000000,0.000000,151.399994,-2.000000,1,12.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789841477888,66,0.000000,0.250000,134.000000,16.600000,1,1.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789841922048,67,0.000000,0.000000,49.000000,-3.800000,1,10.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789842371072,68,0.000000,0.000000,35.799999,22.400000,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789842817024,69,0.000000,0.000000,76.000000,13.000000,1,9.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789843265024,70,0.000000,0.000000,71.800003,-3.200000,1,11.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789843717120,71,0.000000,-0.250000,52.799999,-3.400000,1,13.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789844166912,72,0.000000,0.000000,191.199997,0.200000,1,16.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789844611072,73,0.000000,0.000000,16.000000,12.400000,1,6.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789845050880,74,0.000000,-0.250000,43.000000,22.200001,1,15.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789845500928,76,0.000000,0.500000,82.599998,-2.000000,1,9.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789845945088,77,0.000000,0.000000,83.599998,13.800000,1,17.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789846394112,78,0.000000,-0.250000,108.800003,-1.800000,1,1.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789846843904,82,0.000000,0.000000,58.599998,-3.200000,1,13.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789847296000,84,0.000000,0.000000,27.600000,-12.400000,1,0.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789847755008,86,0.000000,0.000000,21.200001,14.200000,1,7.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789848185088,88,0.000000,0.000000,37.400002,-12.800000,1,10.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789886016000,0,0.000000,0.000000,140.800003,-1.200000,1,1.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789886482944,1,0.000000,0.000000,46.599998,-4.400000,1,9.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789886955008,2,0.000000,0.000000,123.800003,12.200000,6,10.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789887421952,3,0.000000,0.000000,187.199997,-1.000000,1,18.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789887886080,4,0.000000,0.250000,138.800003,18.799999,1,1.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789888374016,5,0.000000,0.000000,217.399994,16.799999,1,28.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789888808960,6,3.000000,0.250000,205.199997,8.200000,0,26.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789889291008,7,0.000000,0.000000,78.400002,-2.800000,1,15.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789889754880,8,0.000000,0.000000,20.799999,-6.200000,1,6.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789890224896,9,0.000000,0.000000,27.200001,27.400000,1,6.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789890693120,10,0.000000,0.000000,43.599998,-5.000000,1,10.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789891147008,11,0.000000,0.000000,69.599998,22.000000,1,8.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789891625984,12,0.000000,0.000000,67.000000,-2.800000,1,15.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789892091904,13,0.000000,-0.250000,156.600006,20.799999,1,4.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789892567040,14,0.000000,0.500000,37.599998,29.400000,1,15.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789893038080,15,0.000000,0.000000,120.599998,14.600000,1,14.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789893502976,16,0.000000,0.250000,161.199997,18.000000,1,5.000000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
1604546789893971968,17,0.000000,0.000000,6.400000,-4.400000,1,2.500000,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0
